Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.1024
Epoch: 0, Batch: 10, Loss: 1.0384
Epoch: 0, Batch: 20, Loss: 0.3496
Epoch: 0, Batch: 30, Loss: 0.1963

Incorrect predictions:
Sample 0: True label = 0, Predicted = 1
Sample 1646: True label = 16, Predicted = 19
Sample 1647: True label = 16, Predicted = 19
Sample 1648: True label = 16, Predicted = 19
Sample 1649: True label = 16, Predicted = 19
Sample 1650: True label = 16, Predicted = 19
Sample 1651: True label = 16, Predicted = 19
Sample 1652: True label = 16, Predicted = 19
Sample 1653: True label = 16, Predicted = 7
Sample 1654: True label = 16, Predicted = 19
Sample 1655: True label = 16, Predicted = 19
Sample 1656: True label = 16, Predicted = 19
Sample 1657: True label = 16, Predicted = 7
Sample 1658: True label = 16, Predicted = 19
Sample 1659: True label = 16, Predicted = 19
Sample 1660: True label = 16, Predicted = 7
Sample 1661: True label = 16, Predicted = 19
Sample 1662: True label = 16, Predicted = 19
Sample 1663: True label = 16, Predicted = 7
Sample 1664: True label = 16, Predicted = 19
Sample 1666: True label = 16, Predicted = 11
Sample 1667: True label = 16, Predicted = 19
Sample 1668: True label = 16, Predicted = 7
Sample 1669: True label = 16, Predicted = 19
Sample 1670: True label = 16, Predicted = 19
Sample 1671: True label = 16, Predicted = 19
Sample 1672: True label = 16, Predicted = 17
Sample 1673: True label = 16, Predicted = 19
Sample 1674: True label = 16, Predicted = 19
Sample 1675: True label = 16, Predicted = 19
Sample 1676: True label = 16, Predicted = 19
Sample 1677: True label = 16, Predicted = 19
Sample 1679: True label = 16, Predicted = 19
Sample 1680: True label = 16, Predicted = 7
Sample 1681: True label = 16, Predicted = 19
Sample 1682: True label = 16, Predicted = 7
Sample 1683: True label = 16, Predicted = 19
Sample 1685: True label = 16, Predicted = 19
Sample 1686: True label = 16, Predicted = 19
Sample 1687: True label = 16, Predicted = 19
Sample 1688: True label = 16, Predicted = 19
Sample 1689: True label = 16, Predicted = 19
Sample 1690: True label = 16, Predicted = 19
Sample 1691: True label = 16, Predicted = 7
Sample 1692: True label = 16, Predicted = 19
Sample 1693: True label = 16, Predicted = 19
Sample 1694: True label = 16, Predicted = 19
Sample 1696: True label = 16, Predicted = 19
Sample 1697: True label = 16, Predicted = 19
Sample 1698: True label = 16, Predicted = 19
Sample 1700: True label = 17, Predicted = 19
Sample 1702: True label = 17, Predicted = 14
Sample 1703: True label = 17, Predicted = 19
Sample 1704: True label = 17, Predicted = 19
Sample 1705: True label = 17, Predicted = 19
Sample 1707: True label = 17, Predicted = 19
Sample 1708: True label = 17, Predicted = 19
Sample 1709: True label = 17, Predicted = 19
Sample 1710: True label = 17, Predicted = 15
Sample 1711: True label = 17, Predicted = 19
Sample 1712: True label = 17, Predicted = 19
Sample 1713: True label = 17, Predicted = 19
Sample 1714: True label = 17, Predicted = 14
Sample 1715: True label = 17, Predicted = 19
Sample 1716: True label = 17, Predicted = 19
Sample 1717: True label = 17, Predicted = 19
Sample 1718: True label = 17, Predicted = 14
Sample 1719: True label = 17, Predicted = 19
Sample 1721: True label = 17, Predicted = 19
Sample 1722: True label = 17, Predicted = 14
Sample 1723: True label = 17, Predicted = 11
Sample 1724: True label = 17, Predicted = 14
Sample 1725: True label = 17, Predicted = 19
Sample 1726: True label = 17, Predicted = 19
Sample 1727: True label = 17, Predicted = 19
Sample 1728: True label = 17, Predicted = 19
Sample 1729: True label = 17, Predicted = 19
Sample 1730: True label = 17, Predicted = 19
Sample 1731: True label = 17, Predicted = 19
Sample 1733: True label = 17, Predicted = 19
Sample 1734: True label = 17, Predicted = 19
Sample 1735: True label = 17, Predicted = 3
Sample 1736: True label = 17, Predicted = 19
Sample 1737: True label = 17, Predicted = 19
Sample 1738: True label = 17, Predicted = 19
Sample 1739: True label = 17, Predicted = 15
Sample 1741: True label = 17, Predicted = 19
Sample 1742: True label = 17, Predicted = 19
Sample 1743: True label = 17, Predicted = 14
Sample 1744: True label = 17, Predicted = 19
Sample 1745: True label = 17, Predicted = 19
Sample 1746: True label = 17, Predicted = 15
Sample 1747: True label = 17, Predicted = 19
Sample 1748: True label = 17, Predicted = 19
Sample 1749: True label = 17, Predicted = 19
Sample 1750: True label = 17, Predicted = 19
Sample 1751: True label = 17, Predicted = 19
Sample 1753: True label = 17, Predicted = 19
Sample 1754: True label = 17, Predicted = 19
Sample 1755: True label = 17, Predicted = 11
Sample 1756: True label = 17, Predicted = 19
Sample 1757: True label = 17, Predicted = 19
Sample 1758: True label = 17, Predicted = 19
Sample 1759: True label = 17, Predicted = 19
Sample 1760: True label = 17, Predicted = 11
Sample 1761: True label = 17, Predicted = 11
Sample 1763: True label = 17, Predicted = 19
Sample 1764: True label = 17, Predicted = 19
Sample 1765: True label = 17, Predicted = 19
Sample 1766: True label = 17, Predicted = 19
Sample 1768: True label = 17, Predicted = 19
Sample 1769: True label = 17, Predicted = 15
Sample 1770: True label = 17, Predicted = 19
Sample 1771: True label = 17, Predicted = 11
Sample 1772: True label = 17, Predicted = 19
Sample 1773: True label = 17, Predicted = 19
Sample 1774: True label = 17, Predicted = 14
Sample 1775: True label = 17, Predicted = 19
Sample 1776: True label = 17, Predicted = 11
Sample 1777: True label = 17, Predicted = 19
Sample 1778: True label = 17, Predicted = 19
Sample 1779: True label = 17, Predicted = 19
Sample 1780: True label = 17, Predicted = 19
Sample 1782: True label = 17, Predicted = 19
Sample 1784: True label = 17, Predicted = 19
Sample 1785: True label = 17, Predicted = 19
Sample 1786: True label = 17, Predicted = 19
Sample 1787: True label = 17, Predicted = 14
Sample 1788: True label = 17, Predicted = 19
Sample 1789: True label = 17, Predicted = 14
Sample 1790: True label = 17, Predicted = 19
Sample 1791: True label = 17, Predicted = 15
Sample 1792: True label = 17, Predicted = 11
Sample 1793: True label = 17, Predicted = 11
Sample 1795: True label = 17, Predicted = 14
Sample 1797: True label = 17, Predicted = 19
Sample 1798: True label = 17, Predicted = 15
Sample 1799: True label = 17, Predicted = 14
Sample 1800: True label = 18, Predicted = 9
Sample 1801: True label = 18, Predicted = 9
Sample 1802: True label = 18, Predicted = 9
Sample 1803: True label = 18, Predicted = 9
Sample 1804: True label = 18, Predicted = 9
Sample 1805: True label = 18, Predicted = 9
Sample 1806: True label = 18, Predicted = 9
Sample 1807: True label = 18, Predicted = 9
Sample 1808: True label = 18, Predicted = 9
Sample 1809: True label = 18, Predicted = 9
Sample 1810: True label = 18, Predicted = 9
Sample 1811: True label = 18, Predicted = 9
Sample 1812: True label = 18, Predicted = 9
Sample 1813: True label = 18, Predicted = 9
Sample 1814: True label = 18, Predicted = 9
Sample 1815: True label = 18, Predicted = 9
Sample 1816: True label = 18, Predicted = 9
Sample 1817: True label = 18, Predicted = 9
Sample 1818: True label = 18, Predicted = 9
Sample 1819: True label = 18, Predicted = 9
Sample 1820: True label = 18, Predicted = 9
Sample 1821: True label = 18, Predicted = 9
Sample 1822: True label = 18, Predicted = 9
Sample 1823: True label = 18, Predicted = 9
Sample 1824: True label = 18, Predicted = 9
Sample 1825: True label = 18, Predicted = 9
Sample 1826: True label = 18, Predicted = 9
Sample 1827: True label = 18, Predicted = 9
Sample 1828: True label = 18, Predicted = 9
Sample 1829: True label = 18, Predicted = 9
Sample 1830: True label = 18, Predicted = 9
Sample 1831: True label = 18, Predicted = 9
Sample 1832: True label = 18, Predicted = 9
Sample 1833: True label = 18, Predicted = 9
Sample 1834: True label = 18, Predicted = 9
Sample 1835: True label = 18, Predicted = 9
Sample 1836: True label = 18, Predicted = 9
Sample 1837: True label = 18, Predicted = 9
Sample 1838: True label = 18, Predicted = 9
Sample 1839: True label = 18, Predicted = 9
Sample 1840: True label = 18, Predicted = 9
Sample 1841: True label = 18, Predicted = 9
Sample 1842: True label = 18, Predicted = 9
Sample 1843: True label = 18, Predicted = 9
Sample 1844: True label = 18, Predicted = 9
Sample 1845: True label = 18, Predicted = 9
Sample 1846: True label = 18, Predicted = 9
Sample 1847: True label = 18, Predicted = 9
Sample 1848: True label = 18, Predicted = 9
Sample 1849: True label = 18, Predicted = 9
Sample 1850: True label = 18, Predicted = 9
Sample 1851: True label = 18, Predicted = 9
Sample 1852: True label = 18, Predicted = 9
Sample 1853: True label = 18, Predicted = 9
Sample 1854: True label = 18, Predicted = 9
Sample 1855: True label = 18, Predicted = 9
Sample 1856: True label = 18, Predicted = 9
Sample 1857: True label = 18, Predicted = 9
Sample 1858: True label = 18, Predicted = 9
Sample 1859: True label = 18, Predicted = 9
Sample 1860: True label = 18, Predicted = 9
Sample 1861: True label = 18, Predicted = 9
Sample 1862: True label = 18, Predicted = 9
Sample 1863: True label = 18, Predicted = 9
Sample 1864: True label = 18, Predicted = 9
Sample 1865: True label = 18, Predicted = 9
Sample 1866: True label = 18, Predicted = 9
Sample 1867: True label = 18, Predicted = 9
Sample 1868: True label = 18, Predicted = 9
Sample 1869: True label = 18, Predicted = 9
Sample 1870: True label = 18, Predicted = 9
Sample 1871: True label = 18, Predicted = 9
Sample 1872: True label = 18, Predicted = 9
Sample 1873: True label = 18, Predicted = 9
Sample 1874: True label = 18, Predicted = 9
Sample 1875: True label = 18, Predicted = 9
Sample 1876: True label = 18, Predicted = 9
Sample 1877: True label = 18, Predicted = 9
Sample 1878: True label = 18, Predicted = 9
Sample 1879: True label = 18, Predicted = 9
Sample 1880: True label = 18, Predicted = 9
Sample 1881: True label = 18, Predicted = 9
Sample 1882: True label = 18, Predicted = 9
Sample 1883: True label = 18, Predicted = 9
Sample 1884: True label = 18, Predicted = 9
Sample 1885: True label = 18, Predicted = 9
Sample 1886: True label = 18, Predicted = 9
Sample 1887: True label = 18, Predicted = 9
Sample 1888: True label = 18, Predicted = 9
Sample 1889: True label = 18, Predicted = 9
Sample 1890: True label = 18, Predicted = 9
Sample 1891: True label = 18, Predicted = 9
Sample 1892: True label = 18, Predicted = 9
Sample 1893: True label = 18, Predicted = 9
Sample 1894: True label = 18, Predicted = 9
Sample 1895: True label = 18, Predicted = 9
Sample 1896: True label = 18, Predicted = 9
Sample 1897: True label = 18, Predicted = 9
Sample 1898: True label = 18, Predicted = 9
Sample 1899: True label = 18, Predicted = 9
Sample 1906: True label = 19, Predicted = 15
Sample 1931: True label = 19, Predicted = 0
Sample 1993: True label = 19, Predicted = 15
[{'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 101}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 102}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 103}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 105}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 106}, {'batch': 0, 'true_label': 1, 'predicted': 9, 'sample_idx': 107}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 111}, {'batch': 0, 'true_label': 1, 'predicted': 9, 'sample_idx': 114}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 117}, {'batch': 0, 'true_label': 1, 'predicted': 9, 'sample_idx': 118}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 119}, {'batch': 0, 'true_label': 1, 'predicted': 9, 'sample_idx': 120}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 125}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 126}, {'batch': 0, 'true_label': 1, 'predicted': 0, 'sample_idx': 127}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 129}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 130}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 132}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 133}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 134}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 135}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 136}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 137}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 138}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 141}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 142}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 144}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 147}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 150}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 154}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 156}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 161}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 163}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 164}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 167}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 169}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 170}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 171}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 173}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 174}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 177}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 180}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 181}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 183}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 184}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 187}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 189}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 190}, {'batch': 1, 'true_label': 1, 'predicted': 9, 'sample_idx': 191}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 195}, {'batch': 1, 'true_label': 1, 'predicted': 0, 'sample_idx': 197}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 201}, {'batch': 1, 'true_label': 2, 'predicted': 9, 'sample_idx': 202}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 209}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 211}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 215}, {'batch': 1, 'true_label': 2, 'predicted': 9, 'sample_idx': 216}, {'batch': 1, 'true_label': 2, 'predicted': 9, 'sample_idx': 217}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 219}, {'batch': 1, 'true_label': 2, 'predicted': 9, 'sample_idx': 225}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 236}, {'batch': 1, 'true_label': 2, 'predicted': 3, 'sample_idx': 237}, {'b
Epoch 3:
Train Loss = 0.0470, Train Accuracy = 98.80%
Val Loss = 1.5897, Val Accuracy = 55.10%
Epoch: 4, Batch: 0, Loss: 0.0911
Epoch: 4, Batch: 10, Loss: 0.0140
Epoch: 4, Batch: 20, Loss: 0.0552
Epoch: 4, Batch: 30, Loss: 0.0248

Incorrect predictions:
Sample 34: True label = 0, Predicted = 14
Sample 41: True label = 0, Predicted = 14
Sample 53: True label = 0, Predicted = 1
Sample 101: True label = 1, Predicted = 19
Sample 103: True label = 1, Predicted = 7
Sample 106: True label = 1, Predicted = 19
Sample 107: True label = 1, Predicted = 19
Sample 110: True label = 1, Predicted = 19
Sample 113: True label = 1, Predicted = 19
Sample 114: True label = 1, Predicted = 7
Sample 118: True label = 1, Predicted = 11
Sample 120: True label = 1, Predicted = 11
Sample 123: True label = 1, Predicted = 19
Sample 124: True label = 1, Predicted = 19
Sample 128: True label = 1, Predicted = 19
Sample 134: True label = 1, Predicted = 7
Sample 137: True label = 1, Predicted = 7
Sample 139: True label = 1, Predicted = 19
Sample 140: True label = 1, Predicted = 19
Sample 142: True label = 1, Predicted = 19
Sample 143: True label = 1, Predicted = 7
Sample 144: True label = 1, Predicted = 19
Sample 145: True label = 1, Predicted = 19
Sample 147: True label = 1, Predicted = 0
Sample 155: True label = 1, Predicted = 19
Sample 156: True label = 1, Predicted = 19
Sample 158: True label = 1, Predicted = 19
Sample 159: True label = 1, Predicted = 19
Sample 161: True label = 1, Predicted = 19
Sample 163: True label = 1, Predicted = 19
Sample 164: True label = 1, Predicted = 7
Sample 165: True label = 1, Predicted = 7
Sample 170: True label = 1, Predicted = 7
Sample 174: True label = 1, Predicted = 11
Sample 176: True label = 1, Predicted = 19
Sample 179: True label = 1, Predicted = 19
Sample 183: True label = 1, Predicted = 7
Sample 184: True label = 1, Predicted = 11
Sample 189: True label = 1, Predicted = 7
Sample 192: True label = 1, Predicted = 19
Sample 193: True label = 1, Predicted = 7
Sample 196: True label = 1, Predicted = 7
Sample 199: True label = 1, Predicted = 19
Sample 200: True label = 2, Predicted = 11
Sample 201: True label = 2, Predicted = 11
Sample 202: True label = 2, Predicted = 18
Sample 203: True label = 2, Predicted = 11
Sample 204: True label = 2, Predicted = 11
Sample 205: True label = 2, Predicted = 11
Sample 206: True label = 2, Predicted = 11
Sample 207: True label = 2, Predicted = 11
Sample 208: True label = 2, Predicted = 11
Sample 209: True label = 2, Predicted = 11
Sample 210: True label = 2, Predicted = 11
Sample 211: True label = 2, Predicted = 11
Sample 212: True label = 2, Predicted = 11
Sample 213: True label = 2, Predicted = 11
Sample 214: True label = 2, Predicted = 11
Sample 215: True label = 2, Predicted = 11
Sample 216: True label = 2, Predicted = 11
Sample 217: True label = 2, Predicted = 11
Sample 218: True label = 2, Predicted = 11
Sample 219: True label = 2, Predicted = 11
Sample 220: True label = 2, Predicted = 11
Sample 221: True label = 2, Predicted = 11
Sample 222: True label = 2, Predicted = 11
Sample 223: True label = 2, Predicted = 18
Sample 224: True label = 2, Predicted = 11
Sample 225: True label = 2, Predicted = 11
Sample 226: True label = 2, Predicted = 11
Sample 227: True label = 2, Predicted = 11
Sample 228: True label = 2, Predicted = 11
Sample 229: True label = 2, Predicted = 11
Sample 230: True label = 2, Predicted = 11
Sample 231: True label = 2, Predicted = 11
Sample 232: True label = 2, Predicted = 11
Sample 233: True label = 2, Predicted = 11
Sample 234: True label = 2, Predicted = 11
Sample 235: True label = 2, Predicted = 11
Sample 236: True label = 2, Predicted = 11
Sample 237: True label = 2, Predicted = 11
Sample 238: True label = 2, Predicted = 11
Sample 239: True label = 2, Predicted = 18
Sample 240: True label = 2, Predicted = 11
Sample 241: True label = 2, Predicted = 11
Sample 242: True label = 2, Predicted = 11
Sample 243: True label = 2, Predicted = 11
Sample 244: True label = 2, Predicted = 11
Sample 245: True label = 2, Predicted = 11
Sample 246: True label = 2, Predicted = 11
Sample 247: True label = 2, Predicted = 11
Sample 248: True label = 2, Predicted = 11
Sample 249: True label = 2, Predicted = 11
Sample 250: True label = 2, Predicted = 11
Sample 251: True label = 2, Predicted = 11
Sample 252: True label = 2, Predicted = 11
Sample 253: True label = 2, Predicted = 11
Sample 254: True label = 2, Predicted = 11
Sample 255: True label = 2, Predicted = 11
Sample 256: True label = 2, Predicted = 11
Sample 257: True label = 2, Predicted = 11
Sample 258: True label = 2, Predicted = 11
Sample 259: True label = 2, Predicted = 11
Sample 260: True label = 2, Predicted = 11
Sample 261: True label = 2, Predicted = 18
Sample 262: True label = 2, Predicted = 11
Sample 263: True label = 2, Predicted = 11
Sample 264: True label = 2, Predicted = 11
Sample 265: True label = 2, Predicted = 11
Sample 266: True label = 2, Predicted = 11
Sample 267: True label = 2, Predicted = 11
Sample 268: True label = 2, Predicted = 11
Sample 269: True label = 2, Predicted = 11
Sample 270: True label = 2, Predicted = 11
Sample 271: True label = 2, Predicted = 11
Sample 272: True label = 2, Predicted = 11
Sample 273: True label = 2, Predicted = 11
Sample 274: True label = 2, Predicted = 11
Sample 275: True label = 2, Predicted = 11
Sample 276: True label = 2, Predicted = 11
Sample 277: True label = 2, Predicted = 11
Sample 279: True label = 2, Predicted = 18
Sample 280: True label = 2, Predicted = 11
Sample 281: True label = 2, Predicted = 11
Sample 282: True label = 2, Predicted = 11
Sample 283: True label = 2, Predicted = 7
Sample 284: True label = 2, Predicted = 11
Sample 285: True label = 2, Predicted = 11
Sample 286: True label = 2, Predicted = 11
Sample 287: True label = 2, Predicted = 11
Sample 288: True label = 2, Predicted = 11
Sample 289: True label = 2, Predicted = 11
Sample 290: True label = 2, Predicted = 11
Sample 291: True label = 2, Predicted = 11
Sample 292: True label = 2, Predicted = 11
Sample 293: True label = 2, Predicted = 11
Sample 294: True label = 2, Predicted = 11
Sample 295: True label = 2, Predicted = 11
Sample 296: True label = 2, Predicted = 11
Sample 297: True label = 2, Predicted = 19
Sample 298: True label = 2, Predicted = 11
Sample 299: True label = 2, Predicted = 11
Sample 301: True label = 3, Predicted = 11
Sample 302: True label = 3, Predicted = 11
Sample 303: True label = 3, Predicted = 11
Sample 304: True label = 3, Predicted = 11
Sample 305: True label = 3, Predicted = 11
Sample 306: True label = 3, Predicted = 11
Sample 307: True label = 3, Predicted = 11
Sample 308: True label = 3, Predicted = 11
Sample 309: True label = 3, Predicted = 11
Sample 313: True label = 3, Predicted = 11
Sample 314: True label = 3, Predicted = 11
Sample 316: True label = 3, Predicted = 11
Sample 319: True label = 3, Predicted = 11
Sample 320: True label = 3, Predicted = 11
Sample 321: True label = 3, Predicted = 11
Sample 322: True label = 3, Predicted = 11
Sample 323: True label = 3, Predicted = 11
Sample 324: True label = 3, Predicted = 11
Sample 325: True label = 3, Predicted = 11
Sample 326: True label = 3, Predicted = 11
Sample 327: True label = 3, Predicted = 11
Sample 329: True label = 3, Predicted = 11
Sample 330: True label = 3, Predicted = 11
Sample 331: True label = 3, Predicted = 11
Sample 332: True label = 3, Predicted = 11
Sample 333: True label = 3, Predicted = 11
Sample 334: True label = 3, Predicted = 11
Sample 335: True label = 3, Predicted = 11
Sample 336: True label = 3, Predicted = 11
Sample 337: True label = 3, Predicted = 11
Sample 339: True label = 3, Predicted = 11
Sample 340: True label = 3, Predicted = 11
Sample 341: True label = 3, Predicted = 11
Sample 342: True label = 3, Predicted = 11
Sample 343: True label = 3, Predicted = 11
Sample 344: True label = 3, Predicted = 11
Sample 345: True label = 3, Predicted = 11
Sample 346: True label = 3, Predicted = 11
Sample 349: True label = 3, Predicted = 11
Sample 350: True label = 3, Predicted = 11
Sample 351: True label = 3, Predicted = 11
Sample 354: True label = 3, Predicted = 11
Sample 355: True label = 3, Predicted = 11
Sample 357: True label = 3, Predicted = 11
Sample 358: True label = 3, Predicted = 11
Sample 359: True label = 3, Predicted = 11
Sample 360: True label = 3, Predicted = 11
Sample 361: True label = 3, Predicted = 11
Sample 362: True label = 3, Predicted = 11
Sample 363: True label = 3, Predicted = 11
Sample 364: True label = 3, Predicted = 11
Sample 365: True label = 3, Predicted = 11
Sample 366: True label = 3, Predicted = 11
Sample 368: True label = 3, Predicted = 11
Sample 369: True label = 3, Predicted = 11
Sample 370: True label = 3, Predicted = 11
Sample 371: True label = 3, Predicted = 11
Sample 372: True label = 3, Predicted = 11
Sample 373: True label = 3, Predicted = 11
Sample 374: True label = 3, Predicted = 11
Sample 375: True label = 3, Predicted = 11
Sample 377: True label = 3, Predicted = 11
Sample 378: True label = 3, Predicted = 11
Sample 379: True label = 3, Predicted = 11
Sample 380: True label = 3, Predicted = 11
Sample 381: True label = 3, Predicted = 11
Sample 383: True label = 3, Predicted = 11
Sample 384: True label = 3, Predicted = 11
Sample 388: True label = 3, Predicted = 11
Sample 389: True label = 3, Predicted = 11
Sample 390: True label = 3, Predicted = 11
Sample 392: True label = 3, Predicted = 11
Sample 393: True label = 3, Predicted = 11
Sample 395: True label = 3, Predicted = 11
Sample 398: True label = 3, Predicted = 11
Sample 399: True label = 3, Predicted = 11
Sample 402: True label = 4, Predicted = 7
Sample 404: True label = 4, Predicted = 18
Sample 405: True label = 4, Predicted = 7
Sample 417: True label = 4, Predicted = 18
Sample 418: True label = 4, Predicted = 11
Sample 423: True label = 4, Predicted = 6
Sample 429: True label = 4, Predicted = 6
Sample 432: True label = 4, Predicted = 7
Sample 433: True label = 4, Predicted = 7
Sample 436: True label = 4, Predicted = 11
Sample 449: True label = 4, Predicted = 11
Sample 450: True label = 4, Predicted = 7
Sample 453: True label = 4, Predicted = 7
Sample 454: True label = 4, Predicted = 7
Sample 455: True label = 4, Predicted = 7
Sample 459: True label = 4, Predicted = 7
Sample 460: True label = 4, Predicted = 18
Sample 466: True label = 4, Predicted = 7
Sample 469: True label = 4, Predicted = 18
Sample 470: True label = 4, Predicted = 7
Sample 484: True label = 4, Predicted = 7
Sample 486: True label = 4, Predicted = 6
Sample 489: True label = 4, Predicted = 7
Sample 492: True label = 4, Predicted = 11
Sample 493: True label = 4, Predicted = 7
Sample 497: True label = 4, Predicted = 7
Sample 513: True label = 5, Predicted = 7
Sample 520: True label = 5, Predicted = 7
Sample 548: True label = 5, Predicted = 7
Sample 561: True label = 5, Predicted = 7
Sample 563: True label = 5, Predicted = 7
Sample 564: True label = 5, Predicted = 7
Sample 572: True label = 5, Predicted = 7
Sample 587: True label = 5, Predicted = 7
Sample 590: True label = 5, Predicted = 7
Sample 604: True label = 6, Predicted = 7
Sample 642: True label = 6, Predicted = 7
Sample 651: True label = 6, Predicted = 7
Sample 661: True label = 6, Predicted = 7
Sample 670: True label = 6, Predicted = 7
Sample 674: True label = 6, Predicted = 7
Sample 692: True label = 6, Predicted = 7
Sample 800: True label = 8, Predicted = 7
Sample 801: True label = 8, Predicted = 7
Sample 802: True label = 8, Predicted = 7
Sample 803: True label = 8, Predicted = 7
Sample 804: True label = 8, Predicted = 7
Sample 805: True label = 8, Predicted = 7
Sample 806: True label = 8, Predicted = 7
Sample 807: True label = 8, Predicted = 7
Sample 808: True label = 8, Predicted = 18
Sample 809: True label = 8, Predicted = 7
Sample 810: True label = 8, Predicted = 11
Sample 811: True label = 8, Predicted = 7
Sample 812: True label = 8, Predicted = 18
Sample 813: True label = 8, Predicted = 7
Sample 814: True label = 8, Predicted = 7
Sample 815: True label = 8, Predicted = 18
Sample 816: True label = 8, Predicted = 11
Sample 817: True label = 8, Predicted = 7
Sample 818: True label = 8, Predicted = 11
Sample 819: True label = 8, Predicted = 7
Sample 820: True label = 8, Predicted = 18
Sample 821: True label = 8, Predicted = 7
Sample 822: True label = 8, Predicted = 18
Sample 823: True label = 8, Predicted = 18
Sample 824: True label = 8, Predicted = 7
Sample 825: True label = 8, Predicted = 7
Sample 826: True label = 8, Predicted = 7
Sample 827: True label = 8, Predicted = 18
Sample 828: True label = 8, Predicted = 7
Sample 829: True label = 8, Predicted = 7
Sample 830: True label = 8, Predicted = 18
Sample 831: True label = 8, Predicted = 18
Sample 832: True label = 8, Predicted = 18
Sample 833: True label = 8, Predicted = 11
Sample 834: True label = 8, Predicted = 18
Sample 835: True label = 8, Predicted = 11
Sample 836: True label = 8, Predicted = 18
Sample 837: True label = 8, Predicted = 6
Sample 838: True label = 8, Predicted = 11
Sample 839: True label = 8, Predicted = 18
Sample 840: True label = 8, Predicted = 18
Sample 841: True label = 8, Predicted = 18
Sample 842: True label = 8, Predicted = 7
Sample 843: True label = 8, Predicted = 7
Sample 844: True label = 8, Predicted = 7
Sample 845: True label = 8, Predicted = 18
Sample 846: True label = 8, Predicted = 4
Sample 847: True label = 8, Predicted = 4
Sample 848: True label = 8, Predicted = 11
Sample 849: True label = 8, Predicted = 11
Sample 850: True label = 8, Predicted = 11
Sample 851: True label = 8, Predicted = 7
