Loaded 4000 images from jk_zfls/round0_train
Loaded 2400 images from jk_zfls/round0_eval
Epoch: 0, Batch: 0, Loss: 3.0791
Epoch: 0, Batch: 10, Loss: 1.0629
Epoch: 0, Batch: 20, Loss: 0.3801
Epoch: 0, Batch: 30, Loss: 0.1427

Incorrect predictions:
Sample 1: True label = 0, Predicted = 18
Sample 1786: True label = 17, Predicted = 7
Sample 1787: True label = 17, Predicted = 6
Sample 1788: True label = 17, Predicted = 6
Sample 1789: True label = 17, Predicted = 6
Sample 1790: True label = 17, Predicted = 6
Sample 1791: True label = 17, Predicted = 6
Sample 1792: True label = 17, Predicted = 6
Sample 1793: True label = 17, Predicted = 6
Sample 1794: True label = 17, Predicted = 6
Sample 1795: True label = 17, Predicted = 6
Sample 1796: True label = 17, Predicted = 6
Sample 1797: True label = 17, Predicted = 6
Sample 1798: True label = 17, Predicted = 6
Sample 1799: True label = 17, Predicted = 6
Sample 1800: True label = 18, Predicted = 11
Sample 1801: True label = 18, Predicted = 11
Sample 1802: True label = 18, Predicted = 11
Sample 1803: True label = 18, Predicted = 11
Sample 1804: True label = 18, Predicted = 11
Sample 1805: True label = 18, Predicted = 11
Sample 1806: True label = 18, Predicted = 11
Sample 1808: True label = 18, Predicted = 11
Sample 1809: True label = 18, Predicted = 11
Sample 1810: True label = 18, Predicted = 11
Sample 1811: True label = 18, Predicted = 11
Sample 1812: True label = 18, Predicted = 11
Sample 1813: True label = 18, Predicted = 11
Sample 1814: True label = 18, Predicted = 11
Sample 1815: True label = 18, Predicted = 11
Sample 1816: True label = 18, Predicted = 11
Sample 1817: True label = 18, Predicted = 11
Sample 1818: True label = 18, Predicted = 11
Sample 1819: True label = 18, Predicted = 11
Sample 1820: True label = 18, Predicted = 11
Sample 1821: True label = 18, Predicted = 11
Sample 1822: True label = 18, Predicted = 11
Sample 1823: True label = 18, Predicted = 11
Sample 1824: True label = 18, Predicted = 11
Sample 1825: True label = 18, Predicted = 11
Sample 1826: True label = 18, Predicted = 11
Sample 1827: True label = 18, Predicted = 11
Sample 1828: True label = 18, Predicted = 11
Sample 1829: True label = 18, Predicted = 11
Sample 1830: True label = 18, Predicted = 11
Sample 1831: True label = 18, Predicted = 11
Sample 1832: True label = 18, Predicted = 11
Sample 1833: True label = 18, Predicted = 11
Sample 1834: True label = 18, Predicted = 11
Sample 1835: True label = 18, Predicted = 11
Sample 1836: True label = 18, Predicted = 11
Sample 1837: True label = 18, Predicted = 11
Sample 1838: True label = 18, Predicted = 11
Sample 1839: True label = 18, Predicted = 11
Sample 1840: True label = 18, Predicted = 11
Sample 1841: True label = 18, Predicted = 11
Sample 1842: True label = 18, Predicted = 11
Sample 1843: True label = 18, Predicted = 11
Sample 1844: True label = 18, Predicted = 11
Sample 1845: True label = 18, Predicted = 6
Sample 1846: True label = 18, Predicted = 11
Sample 1847: True label = 18, Predicted = 11
Sample 1848: True label = 18, Predicted = 11
Sample 1849: True label = 18, Predicted = 11
Sample 1850: True label = 18, Predicted = 11
Sample 1851: True label = 18, Predicted = 11
Sample 1852: True label = 18, Predicted = 11
Sample 1853: True label = 18, Predicted = 11
Sample 1854: True label = 18, Predicted = 11
Sample 1855: True label = 18, Predicted = 11
Sample 1856: True label = 18, Predicted = 11
Sample 1857: True label = 18, Predicted = 11
Sample 1858: True label = 18, Predicted = 11
Sample 1859: True label = 18, Predicted = 11
Sample 1860: True label = 18, Predicted = 6
Sample 1861: True label = 18, Predicted = 11
Sample 1862: True label = 18, Predicted = 11
Sample 1863: True label = 18, Predicted = 11
Sample 1864: True label = 18, Predicted = 11
Sample 1865: True label = 18, Predicted = 11
Sample 1866: True label = 18, Predicted = 11
Sample 1867: True label = 18, Predicted = 11
Sample 1868: True label = 18, Predicted = 11
Sample 1869: True label = 18, Predicted = 11
Sample 1870: True label = 18, Predicted = 11
Sample 1871: True label = 18, Predicted = 11
Sample 1872: True label = 18, Predicted = 11
Sample 1873: True label = 18, Predicted = 11
Sample 1874: True label = 18, Predicted = 11
Sample 1875: True label = 18, Predicted = 11
Sample 1876: True label = 18, Predicted = 11
Sample 1877: True label = 18, Predicted = 11
Sample 1878: True label = 18, Predicted = 11
Sample 1879: True label = 18, Predicted = 11
Sample 1880: True label = 18, Predicted = 11
Sample 1881: True label = 18, Predicted = 11
Sample 1882: True label = 18, Predicted = 11
Sample 1883: True label = 18, Predicted = 11
Sample 1884: True label = 18, Predicted = 11
Sample 1885: True label = 18, Predicted = 11
Sample 1886: True label = 18, Predicted = 11
Sample 1887: True label = 18, Predicted = 11
Sample 1888: True label = 18, Predicted = 11
Sample 1889: True label = 18, Predicted = 11
Sample 1890: True label = 18, Predicted = 11
Sample 1891: True label = 18, Predicted = 11
Sample 1892: True label = 18, Predicted = 11
Sample 1893: True label = 18, Predicted = 11
Sample 1894: True label = 18, Predicted = 11
Sample 1895: True label = 18, Predicted = 11
Sample 1896: True label = 18, Predicted = 11
Sample 1897: True label = 18, Predicted = 11
Sample 1898: True label = 18, Predicted = 11
Sample 1899: True label = 18, Predicted = 11
Sample 1900: True label = 19, Predicted = 10
Sample 1901: True label = 19, Predicted = 10
Sample 1902: True label = 19, Predicted = 6
Sample 1903: True label = 19, Predicted = 10
Sample 1904: True label = 19, Predicted = 10
Sample 1905: True label = 19, Predicted = 10
Sample 1906: True label = 19, Predicted = 10
Sample 1907: True label = 19, Predicted = 10
Sample 1908: True label = 19, Predicted = 10
Sample 1909: True label = 19, Predicted = 10
Sample 1910: True label = 19, Predicted = 10
Sample 1911: True label = 19, Predicted = 10
Sample 1912: True label = 19, Predicted = 10
Sample 1913: True label = 19, Predicted = 10
Sample 1914: True label = 19, Predicted = 10
Sample 1915: True label = 19, Predicted = 6
Sample 1916: True label = 19, Predicted = 10
Sample 1917: True label = 19, Predicted = 11
Sample 1918: True label = 19, Predicted = 10
Sample 1919: True label = 19, Predicted = 10
Sample 1920: True label = 19, Predicted = 10
Sample 1921: True label = 19, Predicted = 10
Sample 1922: True label = 19, Predicted = 10
Sample 1923: True label = 19, Predicted = 10
Sample 1924: True label = 19, Predicted = 10
Sample 1925: True label = 19, Predicted = 10
Sample 1926: True label = 19, Predicted = 10
Sample 1927: True label = 19, Predicted = 10
Sample 1928: True label = 19, Predicted = 10
Sample 1929: True label = 19, Predicted = 10
Sample 1930: True label = 19, Predicted = 10
Sample 1931: True label = 19, Predicted = 10
Sample 1932: True label = 19, Predicted = 10
Sample 1933: True label = 19, Predicted = 10
Sample 1934: True label = 19, Predicted = 10
Sample 1935: True label = 19, Predicted = 7
Sample 1936: True label = 19, Predicted = 10
Sample 1937: True label = 19, Predicted = 10
Sample 1938: True label = 19, Predicted = 10
Sample 1939: True label = 19, Predicted = 10
Sample 1940: True label = 19, Predicted = 10
Sample 1941: True label = 19, Predicted = 10
Sample 1942: True label = 19, Predicted = 10
Sample 1943: True label = 19, Predicted = 10
Sample 1944: True label = 19, Predicted = 11
Sample 1945: True label = 19, Predicted = 10
Sample 1946: True label = 19, Predicted = 10
Sample 1947: True label = 19, Predicted = 7
Sample 1948: True label = 19, Predicted = 10
Sample 1949: True label = 19, Predicted = 10
Sample 1950: True label = 19, Predicted = 10
Sample 1951: True label = 19, Predicted = 10
Sample 1952: True label = 19, Predicted = 10
Sample 1953: True label = 19, Predicted = 10
Sample 1954: True label = 19, Predicted = 11
Sample 1955: True label = 19, Predicted = 10
Sample 1956: True label = 19, Predicted = 10
Sample 1957: True label = 19, Predicted = 10
Sample 1958: True label = 19, Predicted = 10
Sample 1959: True label = 19, Predicted = 10
Sample 1960: True label = 19, Predicted = 10
Sample 1961: True label = 19, Predicted = 10
Sample 1962: True label = 19, Predicted = 10
Sample 1963: True label = 19, Predicted = 10
Sample 1964: True label = 19, Predicted = 11
Sample 1965: True label = 19, Predicted = 10
Sample 1966: True label = 19, Predicted = 6
Sample 1967: True label = 19, Predicted = 10
Sample 1968: True label = 19, Predicted = 11
Sample 1969: True label = 19, Predicted = 10
Sample 1970: True label = 19, Predicted = 10
Sample 1971: True label = 19, Predicted = 10
Sample 1972: True label = 19, Predicted = 10
Sample 1973: True label = 19, Predicted = 10
Sample 1974: True label = 19, Predicted = 10
Sample 1975: True label = 19, Predicted = 10
Sample 1976: True label = 19, Predicted = 6
Sample 1977: True label = 19, Predicted = 10
Sample 1978: True label = 19, Predicted = 10
Sample 1979: True label = 19, Predicted = 11
Sample 1980: True label = 19, Predicted = 10
Sample 1981: True label = 19, Predicted = 10
Sample 1982: True label = 19, Predicted = 11
Sample 1983: True label = 19, Predicted = 10
Sample 1984: True label = 19, Predicted = 10
Sample 1985: True label = 19, Predicted = 10
Sample 1986: True label = 19, Predicted = 10
Sample 1987: True label = 19, Predicted = 10
Sample 1988: True label = 19, Predicted = 11
Sample 1989: True label = 19, Predicted = 10
Sample 1990: True label = 19, Predicted = 10
Sample 1991: True label = 19, Predicted = 10
Sample 1992: True label = 19, Predicted = 10
Sample 1993: True label = 19, Predicted = 10
Sample 1994: True label = 19, Predicted = 10
Sample 1995: True label = 19, Predicted = 10
Sample 1996: True label = 19, Predicted = 10
Sample 1997: True label = 19, Predicted = 10
Sample 1998: True label = 19, Predicted = 10
Sample 1999: True label = 19, Predicted = 10
[{'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 1}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 2}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 7}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 8}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 9}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 11}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 12}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 14}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 21}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 25}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 27}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 28}, {'batch': 0, 'true_label': 0, 'predicted': 1, 'sample_idx': 31}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 34}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 37}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 39}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 40}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 41}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 44}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 45}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 47}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 48}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 51}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 52}, {'batch': 0, 'true_label': 0, 'predicted': 17, 'sample_idx': 53}, {'batch': 0, 'true_label': 0, 'predicted': 10, 'sample_idx': 56}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 58}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 60}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 62}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 63}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 64}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 65}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 66}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 67}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 69}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 71}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 75}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 77}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 80}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 84}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 86}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 87}, {'batch': 0, 'true_label': 0, 'predicted': 3, 'sample_idx': 88}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 91}, {'batch': 0, 'true_label': 0, 'predicted': 15, 'sample_idx': 96}, {'batch': 0, 'true_label': 0, 'predicted': 14, 'sample_idx': 97}, {'batch': 0, 'true_label': 0, 'predicted': 18, 'sample_idx': 99}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 100}, {'batch': 0, 'true_label': 1, 'predicted': 11, 'sample_idx': 101}, {'batch': 0, 'true_label': 1, 'predicted': 16, 'sample_idx': 102}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 103}, {'batch': 0, 'true_label': 1, 'predicted': 16, 'sample_idx': 104}, {'batch': 0, 'true_label': 1, 'predicted': 19, 'sample_idx': 105}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 106}, {'batch': 0, 'true_label': 1, 'predicted': 11, 'sample_idx': 107}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 108}, {'batch': 0, 'true_label': 1, 'predicted': 16, 'sample_idx': 109}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 110}, {'batch': 0, 'true_label': 1, 'predicted': 16, 'sample_idx': 112}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 113}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 114}, {'batch': 0, 'true_label': 1, 'predicted': 7, 'sample_idx': 115}, {'b
Epoch 0:
Train Loss = 0.9765, Train Accuracy = 72.15%
Val Loss = 5.3759, Val Accuracy = 22.10%
Saved best model at epoch 0
Epoch: 1, Batch: 0, Loss: 0.1549
Epoch: 1, Batch: 10, Loss: 0.1365
Epoch: 1, Batch: 20, Loss: 0.0992
Epoch: 1, Batch: 30, Loss: 0.0376

Incorrect predictions:
Sample 107: True label = 1, Predicted = 18
Sample 120: True label = 1, Predicted = 8
Sample 125: True label = 1, Predicted = 0
Sample 133: True label = 1, Predicted = 0
Sample 137: True label = 1, Predicted = 0
Sample 142: True label = 1, Predicted = 3
Sample 162: True label = 1, Predicted = 8
Sample 201: True label = 2, Predicted = 3
Sample 207: True label = 2, Predicted = 3
Sample 209: True label = 2, Predicted = 3
Sample 210: True label = 2, Predicted = 18
Sample 211: True label = 2, Predicted = 18
Sample 215: True label = 2, Predicted = 3
Sample 219: True label = 2, Predicted = 3
Sample 226: True label = 2, Predicted = 18
Sample 228: True label = 2, Predicted = 18
Sample 236: True label = 2, Predicted = 3
Sample 237: True label = 2, Predicted = 19
Sample 239: True label = 2, Predicted = 18
Sample 240: True label = 2, Predicted = 3
Sample 248: True label = 2, Predicted = 3
Sample 251: True label = 2, Predicted = 3
Sample 256: True label = 2, Predicted = 3
Sample 257: True label = 2, Predicted = 3
Sample 262: True label = 2, Predicted = 3
Sample 268: True label = 2, Predicted = 3
Sample 269: True label = 2, Predicted = 18
Sample 273: True label = 2, Predicted = 3
Sample 274: True label = 2, Predicted = 3
Sample 277: True label = 2, Predicted = 19
Sample 280: True label = 2, Predicted = 18
Sample 282: True label = 2, Predicted = 3
Sample 283: True label = 2, Predicted = 18
Sample 287: True label = 2, Predicted = 3
Sample 288: True label = 2, Predicted = 3
Sample 295: True label = 2, Predicted = 3
Sample 299: True label = 2, Predicted = 3
Sample 404: True label = 4, Predicted = 18
Sample 405: True label = 4, Predicted = 9
Sample 410: True label = 4, Predicted = 9
Sample 416: True label = 4, Predicted = 9
Sample 417: True label = 4, Predicted = 8
Sample 418: True label = 4, Predicted = 8
Sample 429: True label = 4, Predicted = 9
Sample 433: True label = 4, Predicted = 9
Sample 436: True label = 4, Predicted = 18
Sample 439: True label = 4, Predicted = 9
Sample 445: True label = 4, Predicted = 9
Sample 450: True label = 4, Predicted = 8
Sample 453: True label = 4, Predicted = 5
Sample 454: True label = 4, Predicted = 9
Sample 455: True label = 4, Predicted = 8
Sample 460: True label = 4, Predicted = 18
Sample 466: True label = 4, Predicted = 9
Sample 469: True label = 4, Predicted = 18
Sample 470: True label = 4, Predicted = 8
Sample 479: True label = 4, Predicted = 8
Sample 484: True label = 4, Predicted = 8
Sample 485: True label = 4, Predicted = 9
Sample 489: True label = 4, Predicted = 9
Sample 492: True label = 4, Predicted = 5
Sample 497: True label = 4, Predicted = 8
Sample 513: True label = 5, Predicted = 8
Sample 634: True label = 6, Predicted = 7
Sample 647: True label = 6, Predicted = 7
Sample 663: True label = 6, Predicted = 17
Sample 674: True label = 6, Predicted = 7
Sample 693: True label = 6, Predicted = 7
Sample 701: True label = 7, Predicted = 16
Sample 704: True label = 7, Predicted = 16
Sample 706: True label = 7, Predicted = 16
Sample 707: True label = 7, Predicted = 16
Sample 709: True label = 7, Predicted = 17
Sample 721: True label = 7, Predicted = 5
Sample 729: True label = 7, Predicted = 17
Sample 735: True label = 7, Predicted = 17
Sample 737: True label = 7, Predicted = 16
Sample 742: True label = 7, Predicted = 16
Sample 748: True label = 7, Predicted = 16
Sample 749: True label = 7, Predicted = 5
Sample 751: True label = 7, Predicted = 16
Sample 752: True label = 7, Predicted = 16
Sample 755: True label = 7, Predicted = 5
Sample 756: True label = 7, Predicted = 16
Sample 757: True label = 7, Predicted = 16
Sample 769: True label = 7, Predicted = 16
Sample 776: True label = 7, Predicted = 16
Sample 778: True label = 7, Predicted = 16
Sample 779: True label = 7, Predicted = 16
Sample 782: True label = 7, Predicted = 6
Sample 783: True label = 7, Predicted = 16
Sample 784: True label = 7, Predicted = 16
Sample 790: True label = 7, Predicted = 6
Sample 791: True label = 7, Predicted = 17
Sample 808: True label = 8, Predicted = 3
Sample 816: True label = 8, Predicted = 9
Sample 822: True label = 8, Predicted = 9
Sample 823: True label = 8, Predicted = 9
Sample 827: True label = 8, Predicted = 3
Sample 830: True label = 8, Predicted = 18
Sample 834: True label = 8, Predicted = 9
Sample 837: True label = 8, Predicted = 18
Sample 839: True label = 8, Predicted = 9
Sample 848: True label = 8, Predicted = 3
Sample 853: True label = 8, Predicted = 9
Sample 857: True label = 8, Predicted = 3
Sample 858: True label = 8, Predicted = 9
Sample 866: True label = 8, Predicted = 18
Sample 872: True label = 8, Predicted = 9
Sample 885: True label = 8, Predicted = 18
Sample 892: True label = 8, Predicted = 9
Sample 1018: True label = 10, Predicted = 1
Sample 1076: True label = 10, Predicted = 16
Sample 1202: True label = 12, Predicted = 13
Sample 1203: True label = 12, Predicted = 16
Sample 1204: True label = 12, Predicted = 13
Sample 1208: True label = 12, Predicted = 1
Sample 1209: True label = 12, Predicted = 5
Sample 1216: True label = 12, Predicted = 13
Sample 1223: True label = 12, Predicted = 13
Sample 1225: True label = 12, Predicted = 16
Sample 1226: True label = 12, Predicted = 1
Sample 1228: True label = 12, Predicted = 1
Sample 1231: True label = 12, Predicted = 1
Sample 1233: True label = 12, Predicted = 16
Sample 1234: True label = 12, Predicted = 1
Sample 1236: True label = 12, Predicted = 16
Sample 1237: True label = 12, Predicted = 13
Sample 1252: True label = 12, Predicted = 1
Sample 1253: True label = 12, Predicted = 16
Sample 1256: True label = 12, Predicted = 1
Sample 1257: True label = 12, Predicted = 1
Sample 1264: True label = 12, Predicted = 8
Sample 1265: True label = 12, Predicted = 1
Sample 1271: True label = 12, Predicted = 1
Sample 1272: True label = 12, Predicted = 1
Sample 1275: True label = 12, Predicted = 1
Sample 1278: True label = 12, Predicted = 1
Sample 1279: True label = 12, Predicted = 13
Sample 1286: True label = 12, Predicted = 13
Sample 1288: True label = 12, Predicted = 1
Sample 1291: True label = 12, Predicted = 1
Sample 1293: True label = 12, Predicted = 13
Sample 1297: True label = 12, Predicted = 1
Sample 1302: True label = 13, Predicted = 8
Sample 1339: True label = 13, Predicted = 8
Sample 1357: True label = 13, Predicted = 8
Sample 1373: True label = 13, Predicted = 8
Sample 1374: True label = 13, Predicted = 8
Sample 1501: True label = 15, Predicted = 14
Sample 1503: True label = 15, Predicted = 14
Sample 1504: True label = 15, Predicted = 14
Sample 1505: True label = 15, Predicted = 14
Sample 1506: True label = 15, Predicted = 14
Sample 1509: True label = 15, Predicted = 14
Sample 1510: True label = 15, Predicted = 14
Sample 1512: True label = 15, Predicted = 14
Sample 1513: True label = 15, Predicted = 14
Sample 1515: True label = 15, Predicted = 14
Sample 1518: True label = 15, Predicted = 14
Sample 1519: True label = 15, Predicted = 14
Sample 1520: True label = 15, Predicted = 14
Sample 1524: True label = 15, Predicted = 14
Sample 1525: True label = 15, Predicted = 14
Sample 1526: True label = 15, Predicted = 14
Sample 1528: True label = 15, Predicted = 14
Sample 1529: True label = 15, Predicted = 14
Sample 1530: True label = 15, Predicted = 14
Sample 1531: True label = 15, Predicted = 14
Sample 1532: True label = 15, Predicted = 14
Sample 1533: True label = 15, Predicted = 14
Sample 1534: True label = 15, Predicted = 14
Sample 1535: True label = 15, Predicted = 14
Sample 1536: True label = 15, Predicted = 14
Sample 1537: True label = 15, Predicted = 14
Sample 1540: True label = 15, Predicted = 14
Sample 1541: True label = 15, Predicted = 14
Sample 1542: True label = 15, Predicted = 3
Sample 1544: True label = 15, Predicted = 14
Sample 1546: True label = 15, Predicted = 14
Sample 1548: True label = 15, Predicted = 14
Sample 1551: True label = 15, Predicted = 14
Sample 1553: True label = 15, Predicted = 14
Sample 1555: True label = 15, Predicted = 14
Sample 1559: True label = 15, Predicted = 14
Sample 1560: True label = 15, Predicted = 14
Sample 1562: True label = 15, Predicted = 14
Sample 1564: True label = 15, Predicted = 14
Sample 1565: True label = 15, Predicted = 14
Sample 1567: True label = 15, Predicted = 14
Sample 1569: True label = 15, Predicted = 14
Sample 1570: True label = 15, Predicted = 14
Sample 1571: True label = 15, Predicted = 14
Sample 1573: True label = 15, Predicted = 14
Sample 1574: True label = 15, Predicted = 14
Sample 1575: True label = 15, Predicted = 14
Sample 1576: True label = 15, Predicted = 14
Sample 1577: True label = 15, Predicted = 14
Sample 1578: True label = 15, Predicted = 14
Sample 1579: True label = 15, Predicted = 14
Sample 1581: True label = 15, Predicted = 14
Sample 1582: True label = 15, Predicted = 14
Sample 1587: True label = 15, Predicted = 14
Sample 1592: True label = 15, Predicted = 14
Sample 1594: True label = 15, Predicted = 14
Sample 1595: True label = 15, Predicted = 14
Sample 1599: True label = 15, Predicted = 14
Sample 1640: True label = 16, Predicted = 5
Sample 1801: True label = 18, Predicted = 8
Sample 1802: True label = 18, Predicted = 9
Sample 1803: True label = 18, Predicted = 9
Sample 1805: True label = 18, Predicted = 8
Sample 1813: True label = 18, Predicted = 9
Sample 1814: True label = 18, Predicted = 8
Sample 1815: True label = 18, Predicted = 8
Sample 1823: True label = 18, Predicted = 8
Sample 1829: True label = 18, Predicted = 8
Sample 1836: True label = 18, Predicted = 8
Sample 1838: True label = 18, Predicted = 8
Sample 1842: True label = 18, Predicted = 8
Sample 1848: True label = 18, Predicted = 9
Sample 1849: True label = 18, Predicted = 9
Sample 1850: True label = 18, Predicted = 9
Sample 1857: True label = 18, Predicted = 9
Sample 1879: True label = 18, Predicted = 8
Sample 1881: True label = 18, Predicted = 8
Sample 1882: True label = 18, Predicted = 8
Sample 1888: True label = 18, Predicted = 9
Sample 1890: True label = 18, Predicted = 8
Sample 1896: True label = 18, Predicted = 8
Sample 1899: True label = 18, Predicted = 8
Sample 1907: True label = 19, Predicted = 0
Sample 1931: True label = 19, Predicted = 0
Sample 1950: True label = 19, Predicted = 1
Sample 1974: True label = 19, Predicted = 17
Sample 1976: True label = 19, Predicted = 17
Sample 1993: True label = 19, Predicted = 0
